er30001,er30002,sex,er32022,er32049,er30733,er30734,er30735,age,education,earnings,hours,id,lnearns,aveearnings,edcat,aveearnsbyed,d1,d2,d3,eddummy1,eddummy2,eddummy3,eddummy4,d1education,aveage,agedemean,agesqdemean
53,8,male,1,1,8195,1,10,30,12,25000,2508,40.0,10.126631,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
53,172,male,1,1,1142,1,10,30,9,18000,2016,41.0,9.798127,28706.646,1,15274.12,1.0,1.0,1,1,0,0,0,9.0,38.37995337995338,-8.379953379953378,70.22361865019204
53,173,male,3,1,2,1,10,33,12,14000,1976,42.0,9.546813,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
57,176,male,1,4,3436,71,88,42,12,2000,120,43.0,7.6009026,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,3.6200466200466224,13.104737531310974
60,3,male,3,1,1476,1,10,42,16,54000,2756,44.0,10.896739,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,3.6200466200466224,13.104737531310974
60,22,male,1,1,127,1,10,43,17,28215,2450,45.0,10.247609,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,4.620046620046622,21.34483077140422
60,172,male,2,1,119,1,10,46,12,11403,2805,46.0,9.341632,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,7.620046620046622,58.06511049168395
61,4,male,2,1,4066,1,10,40,,,,47.0,,,,,,,,,,,,,38.37995337995338,1.6200466200466224,2.6245510511244854
61,171,male,3,1,1961,1,10,34,16,35000,1802,48.0,10.463103,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-4.379953379953378,19.183991610565016
65,170,male,1,4,1294,2,70,35,12,30526,2496,49.0,10.326334,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
75,171,male,99,1,4287,1,10,32,12,26000,1960,50.0,10.165852,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-6.379953379953378,40.70380513037853
79,171,male,1,1,4679,1,10,38,16,1854,708,51.0,7.5251007,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
84,3,male,3,1,2211,1,10,35,12,45000,2064,52.0,10.714417,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
84,171,male,3,1,2153,1,10,41,12,46041,3114,53.0,10.7372875,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,2.6200466200466224,6.86464429121773
88,4,male,3,1,8765,1,10,37,11,36000,3000,54.0,10.491274,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,-1.3799533799533776,1.904271330844751
88,5,male,2,1,124,1,10,33,12,36000,2000,55.0,10.491274,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
89,170,male,2,1,2250,1,10,40,12,5000,2657,56.0,8.517193,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,1.6200466200466224,2.6245510511244854
89,175,male,2,1,1204,1,10,35,11,32000,3060,57.0,10.373491,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,-3.3799533799533776,11.42408485065826
90,172,male,1,1,3673,1,10,33,12,42000,2304,58.0,10.645425,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
91,170,male,2,1,9217,1,10,33,13,21000,1954,59.0,9.952278,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,-5.379953379953378,28.94389837047177
96,170,male,3,1,439,1,10,35,17,65000,2141,60.0,11.082143,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-3.3799533799533776,11.42408485065826
96,174,male,98,4,438,2,88,31,17,67269,2550,61.0,11.116455,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-7.379953379953378,54.46371189028528
99,170,male,2,1,4360,1,10,45,16,600,854,62.0,6.3969297,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,6.620046620046622,43.82501725159071
100,20,male,99,1,6673,1,10,46,16,17950,2004,63.0,9.795345,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,7.620046620046622,58.06511049168395
104,1,male,5,4,7588,1,10,46,12,31604,2148,64.0,10.361039,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,7.620046620046622,58.06511049168395
113,1,male,2,1,31,1,10,49,15,40000,2144,65.0,10.596635,28706.646,3,35961.016,1.0,1.0,1,0,0,1,0,15.0,38.37995337995338,10.620046620046622,112.78539021196369
114,3,male,2,1,2663,1,10,35,12,36000,2150,66.0,10.491274,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
114,21,male,3,1,1144,1,10,44,17,45000,1980,67.0,10.714417,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,5.620046620046622,31.584924011497463
117,1,male,2,4,5141,1,10,46,17,27000,2600,68.0,10.203592,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,7.620046620046622,58.06511049168395
117,170,male,99,1,4998,1,10,42,17,37500,2540,69.0,10.532096,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,3.6200466200466224,13.104737531310974
121,3,male,99,2,4139,1,10,38,14,14200,1785,70.0,9.560997,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
121,4,male,2,1,7247,1,10,37,17,36000,2816,71.0,10.491274,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-1.3799533799533776,1.904271330844751
121,5,male,2,1,3371,1,10,36,17,81800,2286,72.0,11.312033,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
121,6,male,2,1,4506,1,10,34,17,32145,2133,73.0,10.378013,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-4.379953379953378,19.183991610565016
121,171,male,3,1,2430,1,10,33,17,38690,2580,74.0,10.563336,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-5.379953379953378,28.94389837047177
122,1,male,10,1,4748,1,10,50,14,15000,2332,75.0,9.615806,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,11.620046620046622,135.02548345205693
126,177,male,1,3,3420,1,10,31,13,8100,1885,76.0,8.9996195,28706.646,3,25369.125,1.0,1.0,1,0,0,1,0,13.0,38.37995337995338,-7.379953379953378,54.46371189028528
127,170,male,3,1,5184,1,10,43,12,29200,2150,77.0,10.281924,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,4.620046620046622,21.34483077140422
127,171,male,2,1,6059,1,10,39,12,43900,2430,78.0,10.68967,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,0.6200466200466224,0.3844578110312405
128,3,male,99,4,21,1,10,31,12,41500,1944,79.0,10.633449,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-7.379953379953378,54.46371189028528
128,4,male,2,1,1237,1,10,30,14,38500,2092,80.0,10.5584135,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-8.379953379953378,70.22361865019204
129,3,male,2,4,8796,1,10,42,8,0,0,81.0,,28706.646,1,14200.359,0.0,0.0,0,1,0,0,0,0.0,38.37995337995338,3.6200466200466224,13.104737531310974
129,8,male,1,1,4252,1,10,37,9,0,0,82.0,,28706.646,1,15274.12,0.0,0.0,0,1,0,0,0,0.0,38.37995337995338,-1.3799533799533776,1.904271330844751
129,186,male,3,1,8409,1,10,36,9,6028,624,83.0,8.70417,28706.646,1,15274.12,1.0,1.0,1,1,0,0,0,9.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
131,3,male,99,1,1608,1,10,33,12,16000,1850,84.0,9.680344,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
134,3,male,2,1,2348,2,30,32,16,7483,748,85.0,8.920389,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-6.379953379953378,40.70380513037853
145,170,male,2,1,5792,1,10,30,16,26500,3072,86.0,10.1849,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-8.379953379953378,70.22361865019204
151,3,male,4,1,6531,1,10,40,17,675078,2656,87.0,13.422584,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,1.6200466200466224,2.6245510511244854
151,6,male,99,2,6998,2,30,35,17,40000,2340,88.0,10.596635,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-3.3799533799533776,11.42408485065826
151,170,male,4,1,5478,1,10,45,17,163000,2717,89.0,12.001506,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,6.620046620046622,43.82501725159071
156,1,male,2,1,1116,1,10,49,12,27000,2625,90.0,10.203592,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,10.620046620046622,112.78539021196369
165,3,male,1,1,5010,1,10,45,16,60000,2880,91.0,11.0021,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,6.620046620046622,43.82501725159071
165,174,male,2,1,5115,1,10,40,16,29716,2040,92.0,10.299441,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,1.6200466200466224,2.6245510511244854
166,21,male,4,1,198,1,10,42,16,73240,2016,93.0,11.201497,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,3.6200466200466224,13.104737531310974
173,170,male,5,1,4520,1,10,39,11,8360,3450,94.0,9.031214,28706.646,1,17138.35,1.0,1.0,1,1,0,0,0,11.0,38.37995337995338,0.6200466200466224,0.3844578110312405
173,171,male,3,1,6148,1,10,36,16,6050,2100,95.0,8.707813,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-2.3799533799533776,5.6641780907515065
173,172,male,3,1,6267,1,10,35,12,19970,2540,96.0,9.901986,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
174,5,male,3,1,67,1,10,38,16,30000,2027,97.0,10.308952,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
174,7,male,4,1,6784,1,10,34,16,57516,1944,98.0,10.959819,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-4.379953379953378,19.183991610565016
174,170,male,3,1,101,1,10,46,17,48000,2520,99.0,10.778956,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,7.620046620046622,58.06511049168395
174,174,male,3,1,864,1,10,49,17,11000,2581,100.0,9.305651,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,10.620046620046622,112.78539021196369
176,170,male,99,1,1277,1,10,45,17,67000,1720,101.0,11.112448,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,6.620046620046622,43.82501725159071
178,4,male,3,1,4180,1,10,33,16,22000,2166,102.0,9.998797,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-5.379953379953378,28.94389837047177
178,170,male,3,1,3318,1,10,35,12,30000,2000,103.0,10.308952,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
178,172,male,99,2,3107,3,30,36,,,,104.0,,,,,,,,,,,,,38.37995337995338,-2.3799533799533776,5.6641780907515065
180,3,male,3,1,4442,1,10,41,12,23000,2571,105.0,10.043249,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,2.6200466200466224,6.86464429121773
181,3,male,2,1,369,1,10,34,14,26000,1984,106.0,10.165852,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-4.379953379953378,19.183991610565016
181,21,male,1,4,1139,1,10,49,16,9000,463,107.0,9.1049795,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,10.620046620046622,112.78539021196369
189,3,male,1,1,1041,1,10,31,14,50000,2205,108.0,10.819778,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-7.379953379953378,54.46371189028528
189,171,male,2,1,583,1,10,30,12,19000,2115,109.0,9.852194,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
189,172,male,3,1,111,1,10,45,12,18765,2530,110.0,9.839748,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,6.620046620046622,43.82501725159071
190,173,male,2,1,1324,1,10,35,12,43000,2068,111.0,10.668956,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
191,170,male,2,1,2345,1,10,42,17,58000,2400,112.0,10.968198,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,3.6200466200466224,13.104737531310974
192,172,male,1,1,4908,3,37,38,10,29582,2340,113.0,10.294921,28706.646,1,15501.527,1.0,1.0,1,1,0,0,0,10.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
195,3,male,2,1,664,1,10,31,16,33000,2560,114.0,10.404263,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-7.379953379953378,54.46371189028528
197,170,male,5,1,3356,1,10,43,15,0,0,115.0,,28706.646,3,35961.016,0.0,0.0,0,0,0,1,0,0.0,38.37995337995338,4.620046620046622,21.34483077140422
198,3,male,1,1,5760,1,10,33,12,43000,1932,116.0,10.668956,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-5.379953379953378,28.94389837047177
198,171,male,2,1,2740,1,10,43,16,24000,2220,117.0,10.085809,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,4.620046620046622,21.34483077140422
200,3,male,5,4,5064,1,10,34,12,300,50,118.0,5.7037826,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-4.379953379953378,19.183991610565016
200,4,male,1,1,5591,1,10,33,17,28800,2104,119.0,10.26813,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-5.379953379953378,28.94389837047177
203,3,male,1,1,2573,1,10,38,17,47600,1443,120.0,10.770588,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
203,172,male,4,1,1186,1,10,32,16,65000,2635,121.0,11.082143,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,-6.379953379953378,40.70380513037853
203,173,male,99,1,272,1,10,40,16,100000,2125,122.0,11.512925,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,1.6200466200466224,2.6245510511244854
209,3,male,1,1,2685,1,10,40,16,20000,3626,123.0,9.903487,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,1.6200466200466224,2.6245510511244854
217,3,male,3,4,2381,1,10,38,12,40000,1880,124.0,10.596635,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-0.37995337995337763,0.14436457093799576
218,1,male,99,2,8719,1,10,48,17,29060,3120,125.0,10.277118,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,9.620046620046622,92.54529697187044
221,1,male,3,1,3451,1,10,44,9,0,0,126.0,,28706.646,1,15274.12,0.0,0.0,0,1,0,0,0,0.0,38.37995337995338,5.620046620046622,31.584924011497463
223,2,male,2,1,4960,1,10,46,16,36175,2350,127.0,10.496123,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,7.620046620046622,58.06511049168395
227,170,male,99,1,129,1,10,33,14,8000,679,128.0,8.987197,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-5.379953379953378,28.94389837047177
228,3,male,2,1,874,1,10,43,16,19000,1048,129.0,9.852194,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,4.620046620046622,21.34483077140422
228,174,male,1,1,1712,1,10,34,14,40000,1950,130.0,10.596635,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,-4.379953379953378,19.183991610565016
231,3,male,99,1,2365,1,10,39,14,12000,1878,131.0,9.392662,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,0.6200466200466224,0.3844578110312405
236,1,male,3,1,2138,1,10,45,16,9468,1936,132.0,9.155673,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,6.620046620046622,43.82501725159071
242,3,male,2,3,4606,1,10,47,12,25000,2450,133.0,10.126631,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,8.620046620046622,74.3052037317772
244,3,male,99,9,1231,52,30,40,,,,134.0,,,,,,,,,,,,,38.37995337995338,1.6200466200466224,2.6245510511244854
244,4,male,99,9,1231,51,30,37,,,,135.0,,,,,,,,,,,,,38.37995337995338,-1.3799533799533776,1.904271330844751
245,21,male,3,1,890,1,10,43,17,65000,1756,136.0,11.082143,28706.646,4,61170.023,1.0,1.0,1,0,0,0,1,17.0,38.37995337995338,4.620046620046622,21.34483077140422
246,170,male,2,1,2440,1,10,39,16,46000,2500,137.0,10.736397,28706.646,4,42958.066,1.0,1.0,1,0,0,0,1,16.0,38.37995337995338,0.6200466200466224,0.3844578110312405
250,1,male,3,1,688,1,10,48,10,33000,2040,138.0,10.404263,28706.646,1,15501.527,1.0,1.0,1,1,0,0,0,10.0,38.37995337995338,9.620046620046622,92.54529697187044
250,170,male,3,1,685,71,10,35,12,10000,1040,139.0,9.2103405,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-3.3799533799533776,11.42408485065826
254,1,male,2,4,6968,1,10,45,14,74000,1368,140.0,11.211821,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,6.620046620046622,43.82501725159071
257,6,male,3,4,8208,1,10,30,12,10760,2520,141.0,9.283591,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
263,170,male,3,1,958,1,10,44,12,45500,2228,142.0,10.725468,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,5.620046620046622,31.584924011497463
263,177,male,2,1,151,72,57,39,11,0,0,143.0,,28706.646,1,17138.35,0.0,0.0,0,1,0,0,0,0.0,38.37995337995338,0.6200466200466224,0.3844578110312405
266,172,male,2,1,4663,1,10,30,12,18790,1960,144.0,9.84108,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,-8.379953379953378,70.22361865019204
267,170,male,2,1,5275,1,10,44,12,37859,3650,145.0,10.541624,28706.646,2,23669.322,1.0,1.0,1,0,1,0,0,12.0,38.37995337995338,5.620046620046622,31.584924011497463
277,2,male,4,4,6074,1,10,40,14,34000,2000,146.0,10.434115,28706.646,3,30879.586,1.0,1.0,1,0,0,1,0,14.0,38.37995337995338,1.6200466200466224,2.6245510511244854
